,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id
10,ort,pykeio/ort,['x86_64'],aie,https://github.com/pykeio/ort,https://github.com/pykeio/ort,Apache-2.0,2022-11-26 19:26:15,2026-04-07 19:04:00,2026-04-07 19:03:37,939,117.0,225.0,16,131.0,5.0,357.0,2159,2026-03-05 05:41:17,2.0.0-rc.12,,,33.0,Fast ML inference & training for ONNX models in Rust.,4174.0,4174.0,67.0,28,True,1,,
11,proptest,proptest-rs/proptest,[],testing,https://github.com/proptest-rs/proptest,https://github.com/proptest-rs/proptest,Apache-2.0,2017-06-18 17:38:03,2026-03-24 11:01:08,2026-03-24 10:59:14,1126,30.0,211.0,19,352.0,138.0,170.0,2096,2020-04-11 20:41:30,0.9.6,,,2.0,Hypothesis-like property testing for Rust.,53038.0,53038.0,95.0,28,True,3,,
12,russh,Eugeny/russh,['pure-rust'],ssh,https://github.com/Eugeny/russh,https://github.com/Eugeny/russh,Apache-2.0,2022-02-07 22:04:56,2026-04-03 18:10:35,2026-04-03 18:10:14,801,46.0,211.0,6,418.0,48.0,192.0,1656,2026-04-03 18:38:30,0.60.0,,,61.0,Rust SSH client & server library.,2044.0,2044.0,105.0,27,True,1,,
13,rust-skia,rust-skia/rust-skia,[],graphics,https://github.com/rust-skia/rust-skia,https://github.com/rust-skia/rust-skia,MIT,2018-12-07 07:25:31,2026-04-08 10:51:57,2026-04-08 10:51:57,4228,113.0,173.0,27,795.0,58.0,340.0,1751,,,196.0,2.0,100.0,Rust Bindings for the Skia Graphics Library.,2929.0,2929.0,69.0,26,True,1,,
14,miri,rust-lang/miri,[],tools,https://github.com/rust-lang/miri,https://github.com/rust-lang/miri,Apache-2.0,2015-11-12 21:51:25,2026-04-09 14:46:33,2026-04-09 14:18:17,21842,1092.0,445.0,53,3764.0,161.0,1017.0,6015,,,,,,An interpreter for Rusts mid-level intermediate representation.,,,377.0,25,True,2,,
15,zbus,dbus2/zbus,['dbus'],ipc,https://github.com/z-galaxy/zbus,https://github.com/z-galaxy/zbus,,2023-05-11 07:39:49,2026-04-08 12:43:32,2026-04-08 12:43:31,6105,138.0,142.0,4,1143.0,93.0,494.0,670,2026-02-22 14:04:00,zbus_xmlgen-5.3.0,,,100.0,Rust D-Bus crate.,45446.0,45446.0,139.0,25,False,1,,z-galaxy/zbus
16,cyclonedx-rust-cargo,CycloneDX/cyclonedx-rust-cargo,[],tools,https://github.com/CycloneDX/cyclonedx-rust-cargo,https://github.com/CycloneDX/cyclonedx-rust-cargo,Apache-2.0,2019-05-21 20:48:15,2026-03-19 09:31:32,2026-03-19 09:30:17,1310,81.0,55.0,7,739.0,33.0,86.0,162,2026-03-19 09:36:02,cargo-cyclonedx-0.5.9,266068.0,3695.0,18.0,Creates CycloneDX Software Bill of Materials (SBOM) from Rust (Cargo) projects.,12.0,12.0,38.0,24,True,2,,
17,cozo,cozodb/cozo,[],edb,https://github.com/cozodb/cozo,https://github.com/cozodb/cozo,MPL-2.0,2022-10-14 09:28:11,2024-12-04 12:49:06,2024-12-04 12:49:06,1813,,137.0,41,41.0,40.0,114.0,3946,2023-12-11 09:09:22,0.7.6,21970.0,523.0,19.0,"A transactional, relational-graph-vector database that uses Datalog for query. The hippocampus for AI!.",49.0,49.0,21.0,23,False,2,,
18,ntpd-rs,pendulum-project/ntpd-rs,[],time-sync,https://github.com/pendulum-project/ntpd-rs,https://github.com/pendulum-project/ntpd-rs,,2022-03-04 19:15:34,2026-04-09 12:15:29,2026-04-09 12:12:55,2981,81.0,79.0,15,1852.0,61.0,262.0,1061,2026-04-02 13:01:35,1.7.2,8766.0,194.0,40.0,"A full-featured implementation of the Network Time Protocol, including NTS support.",13.0,13.0,40.0,23,False,1,,
19,puffin,EmbarkStudios/puffin,[],tools,https://github.com/EmbarkStudios/puffin,https://github.com/EmbarkStudios/puffin,Apache-2.0,2020-08-10 09:03:31,2026-03-27 13:45:12,2026-03-27 13:45:12,355,11.0,101.0,13,209.0,25.0,42.0,1693,2024-01-17 10:32:04,puffin-0.19.0,,,6.0,Friendly little instrumentation profiler for Rust.,1320.0,1320.0,44.0,22,True,3,,
20,ros2_rust,ros2-rust/ros2_rust,[],robotics,https://github.com/ros2-rust/ros2_rust,https://github.com/ros2-rust/ros2_rust,Apache-2.0,2017-11-26 10:45:09,2026-04-09 03:29:47,2026-02-19 11:33:17,345,25.0,194.0,40,371.0,58.0,156.0,1425,2026-01-18 18:44:57,0.7.0,,,9.0,Rust bindings for ROS 2.,,,51.0,22,True,1,,
21,linux-embedded-hal,rust-embedded/linux-embedded-hal,[],hal,https://github.com/rust-embedded/linux-embedded-hal,https://github.com/rust-embedded/linux-embedded-hal,Apache-2.0,2018-01-16 23:34:53,2026-02-12 07:00:57,2026-02-12 06:59:18,226,6.0,55.0,20,84.0,21.0,22.0,307,2025-11-10 09:09:05,0.4.1,,,6.0,Implementation of the `embedded-hal` traits for Linux devices.,1652.0,1652.0,31.0,22,True,1,,
22,cargo-about,EmbarkStudios/cargo-about,[],tools,https://github.com/EmbarkStudios/cargo-about,https://github.com/EmbarkStudios/cargo-about,Apache-2.0,2019-11-01 08:38:11,2026-01-28 15:54:44,2026-01-12 13:15:06,225,1.0,39.0,3,204.0,27.0,67.0,714,2025-12-04 10:24:08,0.8.4,207180.0,2690.0,38.0,Cargo plugin to generate list of all licenses for a crate.,63.0,63.0,29.0,21,True,3,,
23,kas,siemens/kas,[],yocto,https://github.com/siemens/kas,https://github.com/siemens/kas,MIT,2017-06-13 12:11:57,2026-03-26 12:38:42,2026-03-03 12:54:24,1162,32.0,193.0,24,51.0,28.0,103.0,558,,,,,,Setup tool for bitbake based projects.,98.0,98.0,84.0,21,True,1,,
24,rust-i2cdev,rust-embedded/rust-i2cdev,[],character-device-drivers,https://github.com/rust-embedded/rust-i2cdev,https://github.com/rust-embedded/rust-i2cdev,Apache-2.0,2015-08-19 04:21:00,2026-02-11 20:05:50,2026-02-11 20:01:09,232,2.0,58.0,16,64.0,5.0,26.0,227,2025-11-11 12:34:01,0.6.2,,,4.0,Rust library for interfacing with i2c devices under Linux.,1084.0,1084.0,31.0,21,True,1,,
25,rosrust,adnanademovic/rosrust,[],robotics,https://github.com/adnanademovic/rosrust,https://github.com/adnanademovic/rosrust,MIT,2016-07-12 11:05:32,2025-02-03 22:32:01,2025-02-03 22:31:20,708,,82.0,23,104.0,55.0,72.0,779,2020-08-24 14:04:42,0.9.5,,,19.0,Pure Rust implementation of a ROS client library.,240.0,240.0,19.0,19,False,3,,
26,actions-rust-cross,houseabsolute/actions-rust-cross,[],ci,https://github.com/houseabsolute/actions-rust-cross,https://github.com/houseabsolute/actions-rust-cross,Apache-2.0,2023-03-05 16:57:05,2026-03-15 17:07:46,2026-03-15 16:56:37,136,9.0,23.0,1,9.0,5.0,33.0,210,2026-03-15 16:58:48,1.0.6,,,25.0,GitHub Action to compile Rust with cross.,1339.0,1339.0,7.0,19,True,1,,
27,Tonbo,tonbo-io/tonbo,[],edb,https://github.com/tonbo-io/tonbo,https://github.com/tonbo-io/tonbo,Apache-2.0,2024-07-15 03:23:00,2026-04-01 13:31:16,2026-03-18 12:56:37,681,20.0,97.0,17,446.0,26.0,129.0,1516,2025-04-10 03:57:36,0.3.2,,,4.0,Tonbo is an embedded database for serverless and edge runtimes.,1.0,1.0,24.0,18,True,3,,
28,PoloDB,PoloDB/PoloDB,[],edb,https://github.com/PoloDB/PoloDB,https://github.com/PoloDB/PoloDB,Apache-2.0,2020-08-01 09:03:18,2026-03-30 17:54:42,2025-05-15 23:56:43,776,,55.0,14,139.0,22.0,50.0,1194,2025-05-15 23:26:34,5.1.4,819.0,21.0,21.0,PoloDB is an embedded document database.,3.0,3.0,17.0,18,True,3,1.0,
29,Native DB,vincent-herlemont/native_db,[],edb,https://github.com/vincent-herlemont/native_db,https://github.com/vincent-herlemont/native_db,MIT,2023-05-09 19:14:39,2026-04-08 12:40:52,2025-10-10 10:02:26,483,,37.0,3,370.0,17.0,51.0,686,2025-07-08 09:47:49,0.8.2,,,28.0,Drop-in embedded database in Rust.,81.0,81.0,18.0,18,True,3,,
30,tokio-modbus,slowtec/tokio-modbus,[],modbus,https://github.com/slowtec/tokio-modbus,https://github.com/slowtec/tokio-modbus,Apache-2.0,2017-10-21 19:51:54,2026-03-11 02:37:36,2026-03-11 02:37:35,512,5.0,146.0,14,230.0,35.0,106.0,533,,,,,,A tokio-based modbus library.,393.0,393.0,36.0,18,True,1,,
31,crash-handling,EmbarkStudios/crash-handling,[],tools,https://github.com/EmbarkStudios/crash-handling,https://github.com/EmbarkStudios/crash-handling,Apache-2.0,2021-11-08 13:54:34,2026-01-13 08:45:21,2026-01-13 08:42:25,188,4.0,23.0,7,67.0,13.0,32.0,173,2026-01-13 08:49:43,crash-handler-0.7.0,,,34.0,Collection of crates to deal with crashes.,415.0,415.0,12.0,18,True,3,,
32,embedded-hal-mock,dbrgn/embedded-hal-mock,[],hal,https://github.com/rust-embedded/embedded-hal-mock,https://github.com/rust-embedded/embedded-hal-mock,Apache-2.0,2018-03-25 13:08:52,2026-04-02 04:05:37,2026-04-02 04:05:37,198,7.0,25.0,5,107.0,9.0,24.0,143,,,,,,Mocks for testing embedded-hal based drivers without hardware access.,1204.0,1204.0,25.0,18,True,3,,rust-embedded/embedded-hal-mock
33,rust-ocpp,codelabsab/rust-ocpp,[],smart-grid-protocols,https://github.com/tommymalmqvist/rust-ocpp,https://github.com/tommymalmqvist/rust-ocpp,Apache-2.0,2021-06-04 08:32:04,2026-03-27 12:33:28,2026-02-25 19:30:01,327,18.0,31.0,6,184.0,1.0,30.0,97,2025-11-30 08:20:21,3.0.4,,,11.0,"Libraries for ocpp 1.6, 2.0.1 and 2.1.",25.0,25.0,11.0,18,False,1,,tommymalmqvist/rust-ocpp
34,divan,nvzqz/divan,[],tools,https://github.com/nvzqz/divan,https://github.com/nvzqz/divan,Apache-2.0,2023-06-30 05:01:57,2025-04-17 04:02:42,2025-04-14 22:32:17,480,,38.0,8,29.0,44.0,13.0,1385,,,,,,Fast and simple benchmarking for Rust projects.,1660.0,1660.0,9.0,17,True,3,,
35,opcua,locka99/opcua,[],icsp,https://github.com/locka99/opcua,https://github.com/locka99/opcua,MPL-2.0,2017-01-07 09:48:09,2025-04-08 02:12:35,2024-10-08 20:19:22,2200,,146.0,19,199.0,77.0,127.0,569,,,,,,A client and server implementation of the OPC UA specification written in Rust.,58.0,58.0,31.0,17,False,1,,
36,rs-matter,project-chip/rs-matter,[],home-automation-protocols,https://github.com/project-chip/rs-matter,https://github.com/project-chip/rs-matter,Apache-2.0,2022-12-12 16:43:43,2026-04-07 13:19:18,2026-04-07 13:14:43,746,30.0,70.0,37,288.0,34.0,74.0,525,,,,,,Rust implementation of the Matter protocol.,9.0,9.0,37.0,17,True,1,,
37,statime,pendulum-project/statime,[],time-sync,https://github.com/pendulum-project/statime,https://github.com/pendulum-project/statime,,2022-01-04 09:29:54,2026-04-09 10:23:29,2026-04-08 07:43:26,884,20.0,28.0,10,753.0,22.0,36.0,292,2025-03-13 09:48:42,0.4.0,708.0,23.0,11.0,Implementation of the Precision Time Protocol (PTP) in Rust.,9.0,9.0,22.0,17,False,3,,
38,gpio-cdev,rust-embedded/gpio-cdev,[],character-device-drivers,https://github.com/rust-embedded/gpio-cdev,https://github.com/rust-embedded/gpio-cdev,Apache-2.0,2018-03-03 23:48:44,2025-07-03 07:05:28,2025-07-03 07:02:51,132,,39.0,17,49.0,10.0,26.0,234,2023-09-12 07:13:07,0.6.0,,,3.0,Rust interface to the Linux GPIO Character Device API (/dev/gpiochip...).,535.0,535.0,18.0,17,True,3,,
39,rugix,silitics/rugix,[],tools,https://github.com/rugix/rugix,https://github.com/rugix/rugix,Apache-2.0,2023-05-18 20:21:06,2026-04-08 09:30:56,2026-04-07 17:02:08,981,96.0,18.0,3,23.0,,66.0,128,2026-04-08 09:30:56,1.1.2,1863.0,66.0,43.0,Robust and secure OTA updates for embedded Linux.,,,6.0,17,True,3,,rugix/rugix
40,ssh2-rs,alexcrichton/ssh2-rs,['c-dependency'],ssh,https://github.com/alexcrichton/ssh2-rs,https://github.com/alexcrichton/ssh2-rs,Apache-2.0,2014-09-18 05:10:52,2026-03-03 03:59:49,2026-03-03 03:59:48,578,6.0,152.0,6,147.0,44.0,163.0,556,,,,,,Rust bindings for libssh2.,,,79.0,16,True,3,,
41,rust-spidev,rust-embedded/rust-spidev,[],character-device-drivers,https://github.com/rust-embedded/rust-spidev,https://github.com/rust-embedded/rust-spidev,Apache-2.0,2015-04-23 05:40:20,2026-02-11 20:16:20,2026-02-11 20:15:31,161,2.0,35.0,14,43.0,1.0,10.0,139,2025-10-31 14:11:44,0.7.1,,,7.0,Rust library providing access to spidev devices under Linux.,853.0,853.0,19.0,16,True,3,,
42,modbus-rs,hirschenberger/modbus-rs,[],modbus,https://github.com/hirschenberger/modbus-rs,https://github.com/hirschenberger/modbus-rs,MIT,2015-11-03 01:00:32,2026-02-25 13:33:32,2026-02-25 13:33:31,177,4.0,30.0,8,23.0,6.0,16.0,108,2023-12-20 11:37:30,1.1.0,,,23.0,Modbus implementation in pure Rust.,43.0,43.0,12.0,16,True,2,,
43,statig,mdeloof/statig,[],fsm,https://github.com/mdeloof/statig,https://github.com/mdeloof/statig,MIT,2021-08-19 20:51:31,2025-11-29 12:49:39,2025-11-29 12:49:38,167,,39.0,6,37.0,4.0,38.0,770,,,,,,Hierarchical state machines for designing event-driven systems.,60.0,60.0,16.0,15,True,1,,
44,dbus-rs,diwic/dbus-rs,['dbus'],ipc,https://github.com/diwic/dbus-rs,https://github.com/diwic/dbus-rs,,2014-11-23 12:14:49,2026-03-16 14:07:18,2026-03-16 14:07:10,1155,3.0,142.0,9,198.0,12.0,258.0,661,,,,,,D-Bus binding for the Rust language.,5.0,5.0,95.0,15,False,2,,
45,onnxruntime,nbigaouette/onnxruntime-rs,['x86_64'],aie,https://github.com/nbigaouette/onnxruntime-rs,https://github.com/nbigaouette/onnxruntime-rs,Apache-2.0,2020-08-04 03:04:15,2024-03-06 16:33:46,2022-07-19 00:34:22,447,,102.0,10,67.0,48.0,20.0,318,,,,,,Rust wrapper for Microsofts ONNX Runtime (version 1.8).,227.0,227.0,9.0,15,False,3,,
46,meta-rust,meta-rust/meta-rust,[],yocto-integration,https://github.com/meta-rust/meta-rust,https://github.com/meta-rust/meta-rust,MIT,2014-10-20 21:31:22,2026-03-27 19:35:10,2026-03-09 21:16:44,993,3.0,132.0,21,290.0,63.0,103.0,238,,,,,,OpenEmbedded/Yocto layer for Rust and Cargo.,,,67.0,15,True,1,,
47,rmodbus,alttch/rmodbus,[],modbus,https://github.com/alttch/rmodbus,https://github.com/alttch/rmodbus,Apache-2.0,2020-09-13 14:25:14,2025-09-29 00:31:51,2025-09-29 00:31:46,297,,30.0,3,32.0,4.0,18.0,167,,,,,,Modbus framework for Rust.,62.0,62.0,21.0,15,True,3,,
48,russh-sftp,AspectUnk/russh-sftp,['pure-rust'],sftp,https://github.com/AspectUnk/russh-sftp,https://github.com/AspectUnk/russh-sftp,Apache-2.0,2022-12-09 11:20:58,2025-10-21 20:49:14,2025-04-17 21:56:19,156,,41.0,4,46.0,15.0,27.0,99,,,,,,SFTP subsystem supported server and client for Russh.,304.0,304.0,17.0,15,False,1,,
49,rustbus,KillingSpark/rustbus,['dbus'],ipc,https://github.com/KillingSpark/rustbus,https://github.com/KillingSpark/rustbus,MIT,2020-01-22 11:05:05,2024-06-22 14:58:39,2024-06-22 14:58:38,679,,14.0,4,72.0,8.0,45.0,64,2023-08-29 16:50:59,0.19.3,,,22.0,Dbus transport in pure rust.,158.0,158.0,17.0,15,False,2,,
50,r2r,sequenceplanner/r2r,[],robotics,https://github.com/sequenceplanner/r2r,https://github.com/sequenceplanner/r2r,,2019-08-20 09:10:16,2025-04-22 08:30:50,2025-04-22 08:27:18,346,,52.0,13,66.0,9.0,51.0,417,,,,,,Minimal ROS 2 Rust bindings.,161.0,161.0,29.0,14,False,3,,
51,duvet,awslabs/duvet,[],tools,https://github.com/awslabs/duvet,https://github.com/awslabs/duvet,Apache-2.0,2021-06-01 21:00:39,2026-04-08 17:06:28,2026-04-02 23:41:04,101,11.0,21.0,9,164.0,40.0,18.0,126,2026-04-02 23:42:08,0.4.2,,,5.0,A requirements traceability tool.,,,19.0,14,True,3,1.0,
52,openleadr-rs,OpenLEADR/openleadr-rs,[],smart-grid-protocols,https://github.com/OpenLEADR/openleadr-rs,https://github.com/OpenLEADR/openleadr-rs,,2024-10-01 13:50:22,2026-04-09 07:54:48,2026-04-09 07:44:40,273,59.0,20.0,11,330.0,19.0,47.0,78,2026-03-13 13:53:46,0.2.0,,,11.0,OpenADR 3.0 VTN and VEN implementation in Rust.,,,14.0,14,False,2,,
53,rust-industrial-io,fpagliughi/rust-industrial-io,[],iio,https://github.com/fpagliughi/rust-industrial-io,https://github.com/fpagliughi/rust-industrial-io,MIT,2018-10-07 23:42:44,2025-09-18 03:18:15,2025-09-13 23:13:13,170,,25.0,4,19.0,3.0,12.0,57,2024-12-10 16:52:12,0.6.0,,,9.0,Rust interface to the Linux Industrial I/O subsystem.,23.0,23.0,13.0,14,False,1,,
54,ftdi-embedded-hal,ftdi-rs/ftdi-embedded-hal,[],chip-drivers,https://github.com/ftdi-rs/ftdi-embedded-hal,https://github.com/ftdi-rs/ftdi-embedded-hal,MIT,2021-09-26 16:00:45,2026-01-03 18:44:06,2026-01-03 18:42:37,122,,21.0,2,66.0,4.0,10.0,43,2026-01-03 18:44:06,0.24.0,,,20.0,Implementation of Rust Embedded HAL traits for FTDI devices.,60.0,60.0,16.0,14,False,1,,
55,cargo-call-stack,japaric/cargo-call-stack,[],tools,https://github.com/japaric/cargo-call-stack,https://github.com/japaric/cargo-call-stack,Apache-2.0,2018-12-03 01:52:30,2024-10-28 17:29:02,2024-10-28 17:27:44,192,,51.0,9,58.0,37.0,23.0,653,,,,,,Whole program static stack analysis.,1.0,1.0,11.0,12,False,3,,
56,rust-fsm,eugene-babichenko/rust-fsm,[],fsm,https://github.com/eugene-babichenko/rust-fsm,https://github.com/eugene-babichenko/rust-fsm,MIT,2019-01-20 12:51:27,2025-07-21 09:41:06,2025-07-21 09:40:08,106,,26.0,3,11.0,1.0,5.0,252,2025-07-21 09:44:10,0.8.0,,,5.0,Finite state machine framework for Rust with readable specifications.,,,7.0,12,True,2,-3.0,
57,SSH,RustCrypto/SSH,['pure-rust'],ssh,https://github.com/RustCrypto/SSH,https://github.com/RustCrypto/SSH,,2022-09-25 17:17:29,2026-04-06 17:49:09,2026-04-06 17:49:06,361,24.0,44.0,2,422.0,7.0,53.0,217,,,,,,Pure Rust implementation of components of the Secure Shell (SSH) protocol.,,,30.0,12,False,3,,
58,meta-rust-bin,rust-embedded/meta-rust-bin,[],yocto-integration,https://github.com/rust-embedded/meta-rust-bin,https://github.com/rust-embedded/meta-rust-bin,,2016-09-02 06:04:55,2026-04-09 01:51:39,2026-03-06 09:26:10,316,3.0,86.0,20,161.0,26.0,47.0,126,,,,,,Yocto layer for installing Rust toolchain from pre-built binaries.,,,45.0,11,False,3,,
59,snmp2,roboplc/snmp2,[],nmp,https://github.com/roboplc/snmp2,https://github.com/roboplc/snmp2,Apache-2.0,2024-12-28 20:04:55,2026-03-01 19:51:49,2026-03-01 19:51:45,113,11.0,20.0,1,18.0,3.0,8.0,55,,,,,,Dependency-free basic SNMP v1/v2/v3 client in Rust.,27.0,27.0,14.0,11,False,1,,
60,finny,hashmismatch/finny.rs,[],fsm,https://github.com/hashmismatch/finny.rs,https://github.com/hashmismatch/finny.rs,,2017-02-11 12:47:58,2024-04-13 15:26:44,2022-01-24 20:53:44,86,,6.0,3,12.0,3.0,6.0,73,2022-01-24 20:58:38,0.2.0,,,3.0,Finite State Machines for Rust.,3.0,3.0,,9,False,3,1.0,
61,meta-slint,slint-ui/meta-slint,[],yocto-layers,https://github.com/slint-ui/meta-slint,https://github.com/slint-ui/meta-slint,MIT,2022-12-07 14:53:07,2026-03-18 14:04:58,2026-02-11 13:55:13,230,7.0,9.0,2,18.0,2.0,4.0,22,,,,,,A Yocto layer with recipes for building Slint.,,,7.0,9,False,1,,
62,mctp-rs,CodeConstruct/mctp-rs,[],platform-management,https://github.com/CodeConstruct/mctp-rs,https://github.com/CodeConstruct/mctp-rs,Apache-2.0,2024-03-18 22:52:25,2026-02-18 10:58:53,2026-02-18 10:54:02,334,7.0,11.0,4,42.0,1.0,2.0,17,,,,,,"Rust crates for MCTP protocol support, on Linux and embedded.",9.0,9.0,6.0,9,False,1,,
63,modbus-core,slowtec/modbus-core,[],modbus,https://github.com/slowtec/modbus-core,https://github.com/slowtec/modbus-core,,2018-12-11 13:50:43,2025-10-31 10:39:52,2025-10-31 10:39:52,87,,22.0,4,27.0,4.0,5.0,61,,,,,,A pure no-std Rust modbus library.,4.0,4.0,9.0,8,False,3,,
64,rust-extfsm,przygienda/rust-extfsm,[],fsm,https://github.com/przygienda/rust-extfsm,https://github.com/przygienda/rust-extfsm,Apache-2.0,2017-07-05 05:56:13,2022-01-30 19:10:29,2021-06-06 16:32:07,52,,7.0,3,4.0,,2.0,50,2018-08-08 05:45:30,0.8.0,,,1.0,Extended Finite State Machine library in Rust with internal event queue and entry/exit transitions.,,,5.0,8,False,3,,
65,sunspec,bikeshedder/sunspec,[],smart-grid-protocols,https://github.com/bikeshedder/sunspec,https://github.com/bikeshedder/sunspec,Apache-2.0,2023-10-31 20:28:16,2026-04-01 21:21:31,2026-04-01 21:21:17,115,21.0,6.0,1,12.0,4.0,10.0,8,,,,,,Rust crate for accessing SunSpec compliant devices in a safe and convenient way.,1.0,1.0,3.0,8,False,2,,
66,memfault-linux-sdk,memfault/memfault-linux-sdk,[],ota-integration,https://github.com/memfault/memfault-linux-sdk,https://github.com/memfault/memfault-linux-sdk,,2022-07-18 13:03:21,2026-03-26 20:43:49,2026-03-26 20:42:27,43,2.0,8.0,13,1.0,,,43,,,,,,"Memfault SDK for embedded Linux systems. Observability, logging, crash reporting, and updating all in one service...",,,3.0,6,False,1,,
67,tss2-fapi-rs,tpm2-software/rust-tss-fapi,[],tpm,https://github.com/tpm2-software/rust-tss-fapi,https://github.com/tpm2-software/rust-tss-fapi,,2024-08-16 13:18:55,2026-03-24 10:07:48,2026-03-24 10:07:31,92,38.0,1.0,3,2.0,,1.0,12,2026-03-23 18:58:48,0.13.1,23.0,1.0,20.0,Rust wrapper for the TSS 2.0 FAPI.,,,2.0,6,False,1,,
68,dbus-bytestream,srwalter/dbus-bytestream,['dbus'],ipc,https://github.com/srwalter/dbus-bytestream,https://github.com/srwalter/dbus-bytestream,LGPL-2.1,2015-06-28 04:47:09,2018-10-18 13:29:47,2018-10-18 13:29:46,72,,4.0,3,9.0,4.0,1.0,6,,,,,,Native D-Bus implementation for Rust.,6.0,6.0,4.0,6,False,3,,
